Arrival.Date,Departure.Date,Room.Type,Accommodation.Type,Best.Available.Rate,Step.Into.Summer.1.Night,Advance.Purchase.Promotion,get_date,Departure.Date_Weekday,Arrival.Date.Weekday,get_date.Weekday,nDays_rates
6/18/2017,6/19/2017,DELUXE,"1 King Bed, Deluxe Room",229,206.1,317.7,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,DELUXE,"1 Queen Bed, Deluxe Room",229,206.1,311.1,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,DELUXE,"2 Full Size Beds, Deluxe Room",229,206.1,322,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",259,233.1,344.7,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",279,251.1,365.5,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",359,323.1,438.5,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,PREMIER SUITE,"1 King Bed, Premier Suite",329,296.1,394.5,6/18/2017,Mon,Sun,Sun,0
6/18/2017,6/19/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",229,206.1,316.1,6/18/2017,Mon,Sun,Sun,0
6/19/2017,6/20/2017,DELUXE,"1 Queen Bed, Deluxe Room",359,323.1,311.1,6/18/2017,Tue,Mon,Sun,1
6/19/2017,6/20/2017,DELUXE,"2 Full Size Beds, Deluxe Room",359,323.1,322,6/18/2017,Tue,Mon,Sun,1
6/19/2017,6/20/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",389,350.1,344.7,6/18/2017,Tue,Mon,Sun,1
6/19/2017,6/20/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",409,368.1,365.5,6/18/2017,Tue,Mon,Sun,1
6/19/2017,6/20/2017,PREMIER SUITE,"1 King Bed, Premier Suite",459,413.1,394.5,6/18/2017,Tue,Mon,Sun,1
6/19/2017,6/20/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",359,323.1,316.1,6/18/2017,Tue,Mon,Sun,1
6/20/2017,6/21/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,329.3,344.7,6/18/2017,Wed,Tue,Sun,2
6/20/2017,6/21/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,365.5,6/18/2017,Wed,Tue,Sun,2
6/20/2017,6/21/2017,PREMIER SUITE,"1 King Bed, Premier Suite",499,378.5,394.5,6/18/2017,Wed,Tue,Sun,2
6/20/2017,6/21/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,316.1,6/18/2017,Wed,Tue,Sun,2
6/21/2017,6/22/2017,DELUXE,"1 Queen Bed, Deluxe Room",361,539.1,509.1,6/18/2017,Thu,Wed,Sun,3
6/21/2017,6/22/2017,DELUXE,"2 Full Size Beds, Deluxe Room",373,539.1,509.1,6/18/2017,Thu,Wed,Sun,3
6/21/2017,6/22/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",394,566.1,534.6,6/18/2017,Thu,Wed,Sun,3
6/21/2017,6/22/2017,PREMIER SUITE,"1 King Bed, Premier Suite",454,629.1,594.1,6/18/2017,Thu,Wed,Sun,3
6/21/2017,6/22/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,629.1,594.1,6/18/2017,Thu,Wed,Sun,3
6/21/2017,6/22/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",364,539.1,509.1,6/18/2017,Thu,Wed,Sun,3
6/22/2017,6/23/2017,DELUXE,"1 King Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,DELUXE,"1 Queen Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,DELUXE,"2 Full Size Beds, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,386.1,364.6,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,404.1,381.6,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",529,476.1,449.6,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,PREMIER SUITE,"1 King Bed, Premier Suite",499,449.1,424.1,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",499,449.1,424.1,6/18/2017,Fri,Thu,Sun,4
6/22/2017,6/23/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,4
6/23/2017,6/24/2017,DELUXE,"1 King Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Sat,Fri,Sun,5
6/23/2017,6/24/2017,DELUXE,"1 Queen Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Sat,Fri,Sun,5
6/23/2017,6/24/2017,DELUXE,"2 Full Size Beds, Deluxe Room",399,359.1,339.1,6/18/2017,Sat,Fri,Sun,5
6/23/2017,6/24/2017,PREMIER SUITE,"1 King Bed, Premier Suite",499,449.1,424.1,6/18/2017,Sat,Fri,Sun,5
6/23/2017,6/24/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,359.1,339.1,6/18/2017,Sat,Fri,Sun,5
6/24/2017,6/25/2017,DELUXE,"1 King Bed, Deluxe Room",559,503.1,475.1,6/18/2017,Sun,Sat,Sun,6
6/24/2017,6/25/2017,DELUXE,"1 Queen Bed, Deluxe Room",559,503.1,475.1,6/18/2017,Sun,Sat,Sun,6
6/24/2017,6/25/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",689,620.1,585.6,6/18/2017,Sun,Sat,Sun,6
6/24/2017,6/25/2017,PREMIER SUITE,"1 King Bed, Premier Suite",659,593.1,560.1,6/18/2017,Sun,Sat,Sun,6
6/24/2017,6/25/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",559,503.1,475.1,6/18/2017,Sun,Sat,Sun,6
6/25/2017,6/26/2017,DELUXE,"1 King Bed, Deluxe Room",279,251.1,237.2,6/18/2017,Mon,Sun,Sun,7
6/25/2017,6/26/2017,DELUXE,"1 Queen Bed, Deluxe Room",279,251.1,237.2,6/18/2017,Mon,Sun,Sun,7
6/25/2017,6/26/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",279,251.1,237.2,6/18/2017,Mon,Sun,Sun,7
6/26/2017,6/27/2017,DELUXE,"1 King Bed, Deluxe Room",499,307.3,424.1,6/18/2017,Tue,Mon,Sun,8
6/26/2017,6/27/2017,DELUXE,"1 Queen Bed, Deluxe Room",499,305.1,424.1,6/18/2017,Tue,Mon,Sun,8
6/26/2017,6/27/2017,DELUXE,"2 Full Size Beds, Deluxe Room",499,312.1,424.1,6/18/2017,Tue,Mon,Sun,8
6/26/2017,6/27/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",549,347.5,466.6,6/18/2017,Tue,Mon,Sun,8
6/26/2017,6/27/2017,PREMIER SUITE,"1 King Bed, Premier Suite",599,378.5,509.1,6/18/2017,Tue,Mon,Sun,8
6/26/2017,6/27/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",499,301.8,424.1,6/18/2017,Tue,Mon,Sun,8
6/27/2017,6/28/2017,PREMIER SUITE,"1 King Bed, Premier Suite",659,378.5,560.1,6/18/2017,Wed,Tue,Sun,9
6/27/2017,6/28/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",559,301.8,475.1,6/18/2017,Wed,Tue,Sun,9
6/28/2017,6/29/2017,PREMIER SUITE,"1 King Bed, Premier Suite",559,503.1,475.1,6/18/2017,Thu,Wed,Sun,10
6/28/2017,6/29/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",459,413.1,390.1,6/18/2017,Thu,Wed,Sun,10
6/29/2017,6/30/2017,DELUXE,"1 King Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,DELUXE,"1 Queen Bed, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,DELUXE,"2 Full Size Beds, Deluxe Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,386.1,364.6,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,404.1,381.6,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",499,449.1,424.1,6/18/2017,Fri,Thu,Sun,11
6/29/2017,6/30/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,359.1,339.1,6/18/2017,Fri,Thu,Sun,11
6/30/2017,7/1/2017,DELUXE,"1 King Bed, Deluxe Room",359,323.1,305.1,6/18/2017,Sat,Fri,Sun,12
6/30/2017,7/1/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",389,350.1,330.6,6/18/2017,Sat,Fri,Sun,12
6/30/2017,7/1/2017,PREMIER SUITE,"1 King Bed, Premier Suite",459,413.1,390.1,6/18/2017,Sat,Fri,Sun,12
6/30/2017,7/1/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",359,323.1,305.1,6/18/2017,Sat,Fri,Sun,12
7/1/2017,7/2/2017,DELUXE,"1 King Bed, Deluxe Room",319,287.1,271.1,6/18/2017,Sun,Sat,Sun,13
7/1/2017,7/2/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,6/18/2017,Sun,Sat,Sun,13
7/1/2017,7/2/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,332.1,313.6,6/18/2017,Sun,Sat,Sun,13
7/1/2017,7/2/2017,PREMIER SUITE,"1 King Bed, Premier Suite",409,368.1,347.6,6/18/2017,Sun,Sat,Sun,13
7/1/2017,7/2/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",409,368.1,347.6,6/18/2017,Sun,Sat,Sun,13
7/1/2017,7/2/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,6/18/2017,Sun,Sat,Sun,13
7/2/2017,7/3/2017,DELUXE,"1 King Bed, Deluxe Room",239,215.1,203.2,6/18/2017,Mon,Sun,Sun,14
7/2/2017,7/3/2017,PREMIER SUITE,"1 King Bed, Premier Suite",329,296.1,279.6,6/18/2017,Mon,Sun,Sun,14
7/2/2017,7/3/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",329,296.1,279.6,6/18/2017,Mon,Sun,Sun,14
7/2/2017,7/3/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",239,215.1,203.2,6/18/2017,Mon,Sun,Sun,14
7/3/2017,7/4/2017,DELUXE,"1 King Bed, Deluxe Room",289,307.3,245.7,6/18/2017,Tue,Mon,Sun,15
7/3/2017,7/4/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,329.3,271.1,6/18/2017,Tue,Mon,Sun,15
7/3/2017,7/4/2017,PREMIER SUITE,"1 King Bed, Premier Suite",379,378.5,322.1,6/18/2017,Tue,Mon,Sun,15
7/3/2017,7/4/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",379,375.4,322.1,6/18/2017,Tue,Mon,Sun,15
7/3/2017,7/4/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,301.8,245.7,6/18/2017,Tue,Mon,Sun,15
7/4/2017,7/5/2017,DELUXE,"1 King Bed, Deluxe Room",289,307.3,245.7,6/18/2017,Wed,Tue,Sun,16
7/4/2017,7/5/2017,PREMIER SUITE,"1 King Bed, Premier Suite",379,378.5,322.1,6/18/2017,Wed,Tue,Sun,16
7/4/2017,7/5/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",379,375.4,322.1,6/18/2017,Wed,Tue,Sun,16
7/4/2017,7/5/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,301.8,245.7,6/18/2017,Wed,Tue,Sun,16
7/5/2017,7/6/2017,DELUXE,"1 King Bed, Deluxe Room",269,242.1,228.7,6/18/2017,Thu,Wed,Sun,17
7/5/2017,7/6/2017,DELUXE,"1 Queen Bed, Deluxe Room",269,242.1,228.7,6/18/2017,Thu,Wed,Sun,17
7/5/2017,7/6/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",299,269.1,254.2,6/18/2017,Thu,Wed,Sun,17
7/5/2017,7/6/2017,PREMIER SUITE,"1 King Bed, Premier Suite",359,323.1,305.1,6/18/2017,Thu,Wed,Sun,17
7/5/2017,7/6/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",359,323.1,305.1,6/18/2017,Thu,Wed,Sun,17
7/5/2017,7/6/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",269,242.1,228.7,6/18/2017,Thu,Wed,Sun,17
7/6/2017,7/7/2017,DELUXE,"1 King Bed, Deluxe Room",249,224.1,211.7,6/18/2017,Fri,Thu,Sun,18
7/6/2017,7/7/2017,DELUXE,"1 Queen Bed, Deluxe Room",249,224.1,211.7,6/18/2017,Fri,Thu,Sun,18
7/6/2017,7/7/2017,DELUXE,"2 Full Size Beds, Deluxe Room",249,224.1,211.7,6/18/2017,Fri,Thu,Sun,18
7/6/2017,7/7/2017,PREMIER SUITE,"1 King Bed, Premier Suite",339,305.1,288.1,6/18/2017,Fri,Thu,Sun,18
7/6/2017,7/7/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",249,224.1,211.7,6/18/2017,Fri,Thu,Sun,18
7/7/2017,7/8/2017,DELUXE,"1 King Bed, Deluxe Room",249,224.1,211.7,6/18/2017,Sat,Fri,Sun,19
7/7/2017,7/8/2017,DELUXE,"1 Queen Bed, Deluxe Room",249,224.1,211.7,6/18/2017,Sat,Fri,Sun,19
7/7/2017,7/8/2017,DELUXE,"2 Full Size Beds, Deluxe Room",249,224.1,211.7,6/18/2017,Sat,Fri,Sun,19
7/7/2017,7/8/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",339,305.1,288.1,6/18/2017,Sat,Fri,Sun,19
7/7/2017,7/8/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",249,224.1,211.7,6/18/2017,Sat,Fri,Sun,19
7/8/2017,7/9/2017,DELUXE,"1 King Bed, Deluxe Room",369,332.1,313.6,6/18/2017,Sun,Sat,Sun,20
7/8/2017,7/9/2017,DELUXE,"1 Queen Bed, Deluxe Room",369,332.1,313.6,6/18/2017,Sun,Sat,Sun,20
7/8/2017,7/9/2017,DELUXE,"2 Full Size Beds, Deluxe Room",369,332.1,313.6,6/18/2017,Sun,Sat,Sun,20
7/8/2017,7/9/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/18/2017,Sun,Sat,Sun,20
7/8/2017,7/9/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/18/2017,Sun,Sat,Sun,20
7/9/2017,7/10/2017,DELUXE,"1 King Bed, Deluxe Room",289,260.1,245.7,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,DELUXE,"1 Queen Bed, Deluxe Room",289,260.1,245.7,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,DELUXE,"2 Full Size Beds, Deluxe Room",289,260.1,245.7,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,PREMIER SUITE,"1 King Bed, Premier Suite",379,341.1,322.1,6/18/2017,Mon,Sun,Sun,21
7/9/2017,7/10/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/18/2017,Mon,Sun,Sun,21
7/10/2017,7/11/2017,DELUXE,"1 King Bed, Deluxe Room",369,332.1,313.6,6/18/2017,Tue,Mon,Sun,22
7/10/2017,7/11/2017,DELUXE,"2 Full Size Beds, Deluxe Room",369,332.1,313.6,6/18/2017,Tue,Mon,Sun,22
7/10/2017,7/11/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,6/18/2017,Tue,Mon,Sun,22
7/10/2017,7/11/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/18/2017,Tue,Mon,Sun,22
7/10/2017,7/11/2017,PREMIER SUITE,"1 King Bed, Premier Suite",459,413.1,390.1,6/18/2017,Tue,Mon,Sun,22
7/10/2017,7/11/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/18/2017,Tue,Mon,Sun,22
7/11/2017,7/12/2017,DELUXE,"1 King Bed, Deluxe Room",469,307.3,398.6,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,DELUXE,"1 Queen Bed, Deluxe Room",469,305.1,398.6,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,DELUXE,"2 Full Size Beds, Deluxe Room",469,312.1,398.6,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",499,329.3,424.1,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",519,347.5,441.1,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,PREMIER SUITE,"1 King Bed, Premier Suite",559,378.5,475.1,6/18/2017,Wed,Tue,Sun,23
7/11/2017,7/12/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",469,301.8,398.6,6/18/2017,Wed,Tue,Sun,23
7/12/2017,7/13/2017,,,420,327.6,402.9,6/18/2017,Thu,Wed,Sun,24
7/13/2017,7/14/2017,DELUXE,"1 King Bed, Deluxe Room",399,307.3,339.1,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,DELUXE,"1 Queen Bed, Deluxe Room",399,305.1,339.1,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,DELUXE,"2 Full Size Beds, Deluxe Room",399,312.1,339.1,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,329.3,364.6,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,381.6,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",509,414.5,432.6,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,PREMIER SUITE,"1 King Bed, Premier Suite",479,378.5,407.1,6/18/2017,Fri,Thu,Sun,25
7/13/2017,7/14/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,339.1,6/18/2017,Fri,Thu,Sun,25
7/14/2017,7/15/2017,DELUXE,"1 King Bed, Deluxe Room",369,307.3,313.6,6/18/2017,Sat,Fri,Sun,26
7/14/2017,7/15/2017,DELUXE,"1 Queen Bed, Deluxe Room",369,305.1,313.6,6/18/2017,Sat,Fri,Sun,26
7/14/2017,7/15/2017,DELUXE,"2 Full Size Beds, Deluxe Room",369,312.1,313.6,6/18/2017,Sat,Fri,Sun,26
7/14/2017,7/15/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,6/18/2017,Sat,Fri,Sun,26
7/15/2017,7/16/2017,DELUXE,"1 King Bed, Deluxe Room",429,307.3,364.6,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,DELUXE,"1 Queen Bed, Deluxe Room",429,305.1,364.6,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,DELUXE,"2 Full Size Beds, Deluxe Room",429,312.1,364.6,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,329.3,390.1,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,347.5,407.1,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,PREMIER SUITE,"1 King Bed, Premier Suite",519,378.5,441.1,6/18/2017,Sun,Sat,Sun,27
7/15/2017,7/16/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,301.8,364.6,6/18/2017,Sun,Sat,Sun,27
7/16/2017,7/17/2017,DELUXE,"1 Queen Bed, Deluxe Room",369,332.1,313.6,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,DELUXE,"2 Full Size Beds, Deluxe Room",369,332.1,313.6,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,PREMIER SUITE,"1 King Bed, Premier Suite",459,413.1,390.1,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,413.1,390.1,6/18/2017,Mon,Sun,Sun,28
7/16/2017,7/17/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/18/2017,Mon,Sun,Sun,28
7/17/2017,7/18/2017,DELUXE,"1 Queen Bed, Deluxe Room",361,494.1,466.6,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,DELUXE,"2 Full Size Beds, Deluxe Room",373,494.1,466.6,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",394,521.1,492.1,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",420,539.1,509.1,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",500,593.1,560.1,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,PREMIER SUITE,"1 King Bed, Premier Suite",454,584.1,551.6,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,584.1,551.6,6/18/2017,Tue,Mon,Sun,29
7/17/2017,7/18/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",364,494.1,466.6,6/18/2017,Tue,Mon,Sun,29
7/18/2017,7/19/2017,DELUXE,"1 King Bed, Deluxe Room",371,307.3,509.1,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,DELUXE,"1 Queen Bed, Deluxe Room",361,305.1,509.1,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,DELUXE,"2 Full Size Beds, Deluxe Room",373,312.1,509.1,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",394,329.3,534.6,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",420,347.5,551.6,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",500,414.5,602.6,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,PREMIER SUITE,"1 King Bed, Premier Suite",454,378.5,560.1,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,375.4,560.1,6/18/2017,Wed,Tue,Sun,30
7/18/2017,7/19/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",364,301.8,509.1,6/18/2017,Wed,Tue,Sun,30
7/19/2017,7/20/2017,DELUXE,"1 King Bed, Deluxe Room",429,307.3,364.6,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,DELUXE,"1 Queen Bed, Deluxe Room",429,305.1,364.6,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,DELUXE,"2 Full Size Beds, Deluxe Room",429,312.1,364.6,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,329.3,390.1,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,347.5,407.1,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",549,414.5,466.6,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,PREMIER SUITE,"1 King Bed, Premier Suite",519,378.5,441.1,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",519,375.4,441.1,6/18/2017,Thu,Wed,Sun,31
7/19/2017,7/20/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,301.8,364.6,6/18/2017,Thu,Wed,Sun,31
7/20/2017,7/21/2017,DELUXE,"1 King Bed, Deluxe Room",399,307.3,339.1,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,DELUXE,"1 Queen Bed, Deluxe Room",399,305.1,339.1,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,DELUXE,"2 Full Size Beds, Deluxe Room",399,312.1,339.1,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,329.3,364.6,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,381.6,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,PREMIER SUITE,"1 King Bed, Premier Suite",479,378.5,407.1,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",479,375.4,407.1,6/18/2017,Fri,Thu,Sun,32
7/20/2017,7/21/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,339.1,6/18/2017,Fri,Thu,Sun,32
7/21/2017,7/22/2017,DELUXE,"1 King Bed, Deluxe Room",289,307.3,245.7,6/18/2017,Sat,Fri,Sun,33
7/21/2017,7/22/2017,DELUXE,"1 Queen Bed, Deluxe Room",289,305.1,245.7,6/18/2017,Sat,Fri,Sun,33
7/21/2017,7/22/2017,DELUXE,"2 Full Size Beds, Deluxe Room",289,312.1,245.7,6/18/2017,Sat,Fri,Sun,33
7/21/2017,7/22/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,329.3,271.1,6/18/2017,Sat,Fri,Sun,33
7/21/2017,7/22/2017,PREMIER SUITE,"1 King Bed, Premier Suite",379,378.5,322.1,6/18/2017,Sat,Fri,Sun,33
7/21/2017,7/22/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,301.8,245.7,6/18/2017,Sat,Fri,Sun,33
7/22/2017,7/23/2017,DELUXE,"1 King Bed, Deluxe Room",369,307.3,313.6,6/18/2017,Sun,Sat,Sun,34
