Arrival.Date,Departure.Date,Room.Type,Accommodation.Type,Best.Available.Rate,Step.Into.Summer.1.Night,Advance.Purchase.Promotion,get_date,Departure.Date_Weekday,Arrival.Date.Weekday,get_date.Weekday,nDays_rates
6/22/2017,6/23/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",379,341.1,403.8,6/21/2017,Fri,Thu,Wed,1
6/22/2017,6/23/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",279,251.1,316.1,6/21/2017,Fri,Thu,Wed,1
6/23/2017,6/24/2017,DELUXE,"1 King Bed, Deluxe Room",289,260.1,317.7,6/21/2017,Sat,Fri,Wed,2
6/23/2017,6/24/2017,DELUXE,"1 Queen Bed, Deluxe Room",289,260.1,311.1,6/21/2017,Sat,Fri,Wed,2
6/23/2017,6/24/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,322,6/21/2017,Sat,Fri,Wed,2
6/23/2017,6/24/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",279,251.1,316.1,6/21/2017,Sat,Fri,Wed,2
6/24/2017,6/25/2017,DELUXE,"1 King Bed, Deluxe Room",289,260.1,245.7,6/21/2017,Sun,Sat,Wed,3
6/24/2017,6/25/2017,DELUXE,"1 Queen Bed, Deluxe Room",289,260.1,245.7,6/21/2017,Sun,Sat,Wed,3
6/24/2017,6/25/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",279,251.1,237.2,6/21/2017,Sun,Sat,Wed,3
6/25/2017,6/26/2017,DELUXE,"1 Queen Bed, Deluxe Room",279,251.1,237.2,6/21/2017,Mon,Sun,Wed,4
6/25/2017,6/26/2017,DELUXE,"2 Full Size Beds, Deluxe Room",279,251.1,237.2,6/21/2017,Mon,Sun,Wed,4
6/25/2017,6/26/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",279,251.1,237.2,6/21/2017,Mon,Sun,Wed,4
6/26/2017,6/27/2017,DELUXE,"1 King Bed, Deluxe Room",519,307.3,441.1,6/21/2017,Tue,Mon,Wed,5
6/26/2017,6/27/2017,DELUXE,"1 Queen Bed, Deluxe Room",509,305.1,432.6,6/21/2017,Tue,Mon,Wed,5
6/26/2017,6/27/2017,DELUXE,"2 Full Size Beds, Deluxe Room",509,312.1,432.6,6/21/2017,Tue,Mon,Wed,5
6/26/2017,6/27/2017,PREMIER SUITE,"1 King Bed, Premier Suite",599,378.5,509.1,6/21/2017,Tue,Mon,Wed,5
6/26/2017,6/27/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",499,301.8,424.1,6/21/2017,Tue,Mon,Wed,5
6/27/2017,6/28/2017,,,420,327.6,402.9,6/21/2017,Wed,Tue,Wed,6
6/28/2017,6/29/2017,PREMIER SUITE,"1 King Bed, Premier Suite",559,503.1,475.1,6/21/2017,Thu,Wed,Wed,7
6/28/2017,6/29/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",459,413.1,390.1,6/21/2017,Thu,Wed,Wed,7
6/29/2017,6/30/2017,DELUXE,"1 King Bed, Deluxe Room",339,305.1,288.1,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,DELUXE,"1 Queen Bed, Deluxe Room",339,305.1,288.1,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",369,332.1,313.6,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",389,350.1,330.6,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",439,395.1,373.1,6/21/2017,Fri,Thu,Wed,8
6/29/2017,6/30/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",339,305.1,288.1,6/21/2017,Fri,Thu,Wed,8
6/30/2017,7/1/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,6/21/2017,Sat,Fri,Wed,9
6/30/2017,7/1/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,6/21/2017,Sat,Fri,Wed,9
6/30/2017,7/1/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,6/21/2017,Sat,Fri,Wed,9
7/1/2017,7/2/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,6/21/2017,Sun,Sat,Wed,10
7/1/2017,7/2/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,6/21/2017,Sun,Sat,Wed,10
7/1/2017,7/2/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,6/21/2017,Sun,Sat,Wed,10
7/1/2017,7/2/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",399,359.1,339.1,6/21/2017,Sun,Sat,Wed,10
7/1/2017,7/2/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,6/21/2017,Sun,Sat,Wed,10
7/2/2017,7/3/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,6/21/2017,Mon,Sun,Wed,11
7/2/2017,7/3/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,6/21/2017,Mon,Sun,Wed,11
7/2/2017,7/3/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Mon,Sun,Wed,11
7/3/2017,7/4/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,6/21/2017,Tue,Mon,Wed,12
7/3/2017,7/4/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,6/21/2017,Tue,Mon,Wed,12
7/3/2017,7/4/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,6/21/2017,Tue,Mon,Wed,12
7/3/2017,7/4/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Tue,Mon,Wed,12
7/4/2017,7/5/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,6/21/2017,Wed,Tue,Wed,13
7/4/2017,7/5/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Wed,Tue,Wed,13
7/5/2017,7/6/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,6/21/2017,Thu,Wed,Wed,14
7/5/2017,7/6/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,6/21/2017,Thu,Wed,Wed,14
7/5/2017,7/6/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,6/21/2017,Thu,Wed,Wed,14
7/5/2017,7/6/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Thu,Wed,Wed,14
7/6/2017,7/7/2017,DELUXE,"1 King Bed, Deluxe Room",299,269.1,254.2,6/21/2017,Fri,Thu,Wed,15
7/6/2017,7/7/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,6/21/2017,Fri,Thu,Wed,15
7/6/2017,7/7/2017,DELUXE,"2 Full Size Beds, Deluxe Room",309,278.1,262.6,6/21/2017,Fri,Thu,Wed,15
7/6/2017,7/7/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,6/21/2017,Fri,Thu,Wed,15
7/6/2017,7/7/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Fri,Thu,Wed,15
7/7/2017,7/8/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,DELUXE,"2 Full Size Beds, Deluxe Room",309,278.1,262.6,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,6/21/2017,Sat,Fri,Wed,16
7/7/2017,7/8/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Sat,Fri,Wed,16
7/8/2017,7/9/2017,DELUXE,"1 King Bed, Deluxe Room",379,341.1,322.1,6/21/2017,Sun,Sat,Wed,17
7/8/2017,7/9/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,6/21/2017,Sun,Sat,Wed,17
7/8/2017,7/9/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,350.1,330.6,6/21/2017,Sun,Sat,Wed,17
7/8/2017,7/9/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/21/2017,Sun,Sat,Wed,17
7/8/2017,7/9/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,6/21/2017,Sun,Sat,Wed,17
7/8/2017,7/9/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/21/2017,Sun,Sat,Wed,17
7/9/2017,7/10/2017,DELUXE,"1 King Bed, Deluxe Room",339,305.1,288.1,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,254.2,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,6/21/2017,Mon,Sun,Wed,18
7/9/2017,7/10/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,6/21/2017,Mon,Sun,Wed,18
7/10/2017,7/11/2017,DELUXE,"1 King Bed, Deluxe Room",389,350.1,330.6,6/21/2017,Tue,Mon,Wed,19
7/10/2017,7/11/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,341.1,322.1,6/21/2017,Tue,Mon,Wed,19
7/10/2017,7/11/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,6/21/2017,Tue,Mon,Wed,19
7/10/2017,7/11/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/21/2017,Tue,Mon,Wed,19
7/10/2017,7/11/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,6/21/2017,Tue,Mon,Wed,19
7/10/2017,7/11/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/21/2017,Tue,Mon,Wed,19
7/11/2017,7/12/2017,DELUXE,"1 King Bed, Deluxe Room",489,307.3,415.6,6/21/2017,Wed,Tue,Wed,20
7/11/2017,7/12/2017,DELUXE,"1 Queen Bed, Deluxe Room",479,305.1,407.1,6/21/2017,Wed,Tue,Wed,20
7/11/2017,7/12/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",499,329.3,424.1,6/21/2017,Wed,Tue,Wed,20
7/11/2017,7/12/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",519,347.5,441.1,6/21/2017,Wed,Tue,Wed,20
7/11/2017,7/12/2017,PREMIER SUITE,"1 King Bed, Premier Suite",549,378.5,466.6,6/21/2017,Wed,Tue,Wed,20
7/11/2017,7/12/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",469,301.8,398.6,6/21/2017,Wed,Tue,Wed,20
7/12/2017,7/13/2017,,,420,327.6,402.9,6/21/2017,Thu,Wed,Wed,21
7/13/2017,7/14/2017,DELUXE,"1 King Bed, Deluxe Room",329,307.3,279.6,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,305.1,279.6,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,312.1,288.1,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,329.3,296.6,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,347.5,313.6,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",429,414.5,364.6,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,378.5,339.1,6/21/2017,Fri,Thu,Wed,22
7/13/2017,7/14/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,301.8,271.1,6/21/2017,Fri,Thu,Wed,22
7/14/2017,7/15/2017,DELUXE,"1 King Bed, Deluxe Room",379,307.3,322.1,6/21/2017,Sat,Fri,Wed,23
7/14/2017,7/15/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,305.1,322.1,6/21/2017,Sat,Fri,Wed,23
7/14/2017,7/15/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,6/21/2017,Sat,Fri,Wed,23
7/14/2017,7/15/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,6/21/2017,Sat,Fri,Wed,23
7/15/2017,7/16/2017,DELUXE,"1 King Bed, Deluxe Room",439,307.3,373.1,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,DELUXE,"1 Queen Bed, Deluxe Room",439,305.1,373.1,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,DELUXE,"2 Full Size Beds, Deluxe Room",449,312.1,381.6,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,329.3,390.1,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,347.5,407.1,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,PREMIER SUITE,"1 King Bed, Premier Suite",509,378.5,432.6,6/21/2017,Sun,Sat,Wed,24
7/15/2017,7/16/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,301.8,364.6,6/21/2017,Sun,Sat,Wed,24
7/16/2017,7/17/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,341.1,322.1,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,404.1,381.6,6/21/2017,Mon,Sun,Wed,25
7/16/2017,7/17/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/21/2017,Mon,Sun,Wed,25
7/17/2017,7/18/2017,DELUXE,"1 Queen Bed, Deluxe Room",361,503.1,475.1,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,DELUXE,"2 Full Size Beds, Deluxe Room",373,503.1,475.1,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",394,521.1,492.1,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",420,539.1,509.1,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",500,593.1,560.1,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,PREMIER SUITE,"1 King Bed, Premier Suite",454,584.1,551.6,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,584.1,551.6,6/21/2017,Tue,Mon,Wed,26
7/17/2017,7/18/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",364,494.1,466.6,6/21/2017,Tue,Mon,Wed,26
7/18/2017,7/19/2017,DELUXE,"1 King Bed, Deluxe Room",371,307.3,483.6,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,DELUXE,"1 Queen Bed, Deluxe Room",361,305.1,517.6,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,DELUXE,"2 Full Size Beds, Deluxe Room",373,312.1,475.1,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",394,329.3,534.6,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",420,347.5,551.6,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",500,414.5,602.6,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,PREMIER SUITE,"1 King Bed, Premier Suite",454,378.5,560.1,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",459,375.4,560.1,6/21/2017,Wed,Tue,Wed,27
7/18/2017,7/19/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",364,301.8,509.1,6/21/2017,Wed,Tue,Wed,27
7/19/2017,7/20/2017,DELUXE,"1 King Bed, Deluxe Room",449,307.3,381.6,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,DELUXE,"1 Queen Bed, Deluxe Room",439,305.1,373.1,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,DELUXE,"2 Full Size Beds, Deluxe Room",439,312.1,373.1,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,329.3,390.1,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,347.5,407.1,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",539,414.5,458.1,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,PREMIER SUITE,"1 King Bed, Premier Suite",509,378.5,432.6,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",509,375.4,432.6,6/21/2017,Thu,Wed,Wed,28
7/19/2017,7/20/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,301.8,364.6,6/21/2017,Thu,Wed,Wed,28
7/20/2017,7/21/2017,DELUXE,"1 King Bed, Deluxe Room",329,307.3,279.6,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,305.1,279.6,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,312.1,288.1,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,329.3,296.6,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,347.5,313.6,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,378.5,339.1,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",399,375.4,339.1,6/21/2017,Fri,Thu,Wed,29
7/20/2017,7/21/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,301.8,271.1,6/21/2017,Fri,Thu,Wed,29
7/21/2017,7/22/2017,DELUXE,"1 King Bed, Deluxe Room",329,307.3,279.6,6/21/2017,Sat,Fri,Wed,30
7/21/2017,7/22/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,305.1,254.2,6/21/2017,Sat,Fri,Wed,30
7/21/2017,7/22/2017,DELUXE,"2 Full Size Beds, Deluxe Room",309,312.1,262.6,6/21/2017,Sat,Fri,Wed,30
7/21/2017,7/22/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,329.3,271.1,6/21/2017,Sat,Fri,Wed,30
7/21/2017,7/22/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,378.5,313.6,6/21/2017,Sat,Fri,Wed,30
7/21/2017,7/22/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,301.8,245.7,6/21/2017,Sat,Fri,Wed,30
7/22/2017,7/23/2017,DELUXE,"1 King Bed, Deluxe Room",379,307.3,322.1,6/21/2017,Sun,Sat,Wed,31
7/22/2017,7/23/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,305.1,322.1,6/21/2017,Sun,Sat,Wed,31
7/22/2017,7/23/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,6/21/2017,Sun,Sat,Wed,31
7/22/2017,7/23/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,329.3,339.1,6/21/2017,Sun,Sat,Wed,31
7/22/2017,7/23/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,6/21/2017,Sun,Sat,Wed,31
7/22/2017,7/23/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,6/21/2017,Sun,Sat,Wed,31
7/23/2017,7/24/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,347.5,313.6,6/21/2017,Mon,Sun,Wed,32
7/23/2017,7/24/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,378.5,339.1,6/21/2017,Mon,Sun,Wed,32
7/23/2017,7/24/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,301.8,271.1,6/21/2017,Mon,Sun,Wed,32
7/24/2017,7/25/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,305.1,322.1,6/21/2017,Tue,Mon,Wed,33
7/24/2017,7/25/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,312.1,322.1,6/21/2017,Tue,Mon,Wed,33
7/24/2017,7/25/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,6/21/2017,Tue,Mon,Wed,33
7/24/2017,7/25/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,6/21/2017,Tue,Mon,Wed,33
7/25/2017,7/26/2017,DELUXE,"1 King Bed, Deluxe Room",419,307.3,356.1,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,DELUXE,"1 Queen Bed, Deluxe Room",409,305.1,347.6,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,DELUXE,"2 Full Size Beds, Deluxe Room",409,312.1,347.6,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,329.3,364.6,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,381.6,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,PREMIER SUITE,"1 King Bed, Premier Suite",479,378.5,407.1,6/21/2017,Wed,Tue,Wed,34
7/25/2017,7/26/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,339.1,6/21/2017,Wed,Tue,Wed,34
7/26/2017,7/27/2017,DELUXE,"1 King Bed, Deluxe Room",419,307.3,356.1,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,DELUXE,"2 Full Size Beds, Deluxe Room",409,312.1,347.6,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",429,329.3,364.6,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,381.6,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",509,414.5,432.6,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,PREMIER SUITE,"1 King Bed, Premier Suite",479,378.5,407.1,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",479,375.4,407.1,6/21/2017,Thu,Wed,Wed,35
7/26/2017,7/27/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,339.1,6/21/2017,Thu,Wed,Wed,35
7/27/2017,7/28/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,332.1,313.6,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",429,386.1,364.6,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",399,359.1,339.1,6/21/2017,Fri,Thu,Wed,36
7/27/2017,7/28/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,6/21/2017,Fri,Thu,Wed,36
7/28/2017,7/29/2017,DELUXE,"1 King Bed, Deluxe Room",379,341.1,322.1,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,350.1,330.6,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,6/21/2017,Sat,Fri,Wed,37
7/28/2017,7/29/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,6/21/2017,Sat,Fri,Wed,37
